"","VisitID","VisitDate","ProjName","AreaName","AreaCode","Comments","Recorder","Authority","SearchTime","Latitude","Longitude","GroupName","Stream cross sectional area","Water Temperature","Air Temp.","Water pH","Conductivity","Water Condition","Stream Flow","Precipitation Last 48 Hours","Weather","Turbidity (NTU)","Turbidity (cm)","Stream Stage","Water Condition_1","Conductivity_1","Stream Flow_1","Precipitation Last 48 Hours_1","Weather_1","Water Temperature_1","Air Temp._1","Water pH_1","Turbidity (cm)_1","Stream cross sectional area_1","Stream Velocity","Turbidity (NTU)_1","Stream Velocity_1","Stream Stage_1","Turbidity (NTU)_2","Turbidity (cm)_2","Water pH_2","Conductivity_2","Water Condition_2","Stream Flow_2","Weather_2","Stream Velocity_2","Stream cross sectional area_2","Water Temperature_2","Air Temp._2","Precipitation Last 48 Hours_2","Weather Description","Weather Description_1","Precipitation","The Location Name","Silt/Clay (<0.05 mm)","Sand (<2 mm)","Very Fine Gravel (2-4 mm)","Fine Gravel (5-8 mm)","Medium Gravel (9-16 mm)","Coarse Gravel (17-32 mm)","Very Coarse Gravel (33-64 mm)","Small Cobble (65-90 mm)","Medium Cobble (91-128 mm)","Large Cobble (129-180 mm)","Very Large Cobble (181-255 mm)","Small Boulder (256-512 mm)","Medium Boulder (513-1024 mm)","Large Boulder (1025-2048 mm)","Very Large Boulder (>2048 mm)","Bedrock","Woody Debris","Study Reach (feet)","Total Count","Study Reach (meters)","Small Boulder (256-512 mm)_1","Very Large Cobble (181-255 mm)_1","Large Cobble (129-180 mm)_1","Medium Cobble (91-128 mm)_1","Small Cobble (65-90 mm)_1","Very Coarse Gravel (33-64 mm)_1","Coarse Gravel (17-32 mm)_1","Medium Gravel (9-16 mm)_1","Very Fine Gravel (2-4 mm)_1","Medium Boulder (513-1024 mm)_1","Bedrock_1","Very Large Boulder (>2048 mm)_1","Large Boulder (1025-2048 mm)_1","Woody Debris_1","Total Pebbles Counted","Silt/Clay (<0.05 mm)_1","Sand (<2 mm)_1","Fine Gravel (5-8 mm)_1","Additional Comments","Additional Comments_1","Additional Comments_2","Additional Comments_3","Additional Comments_4","Total Count_1","Study Reach (feet)_1","Precipitation_1","Stream Stage_2","Weather Description_2","Precipitation_2","Comments_1","Study Reach (meters)_1","Distance measured - every 30","Stage from bridge","Stage"
"776",1501288,2015-03-15,"Trout Unlimited WV-VA Water Quality Monitoring Project","CALFRI001","CALFRI001","Water was too high to get cross-sectional area. About 10 feet from bank it was 5 feet high. We estimated width to be about 105 feet.","Sandra Stuart",NA,0,37.949615,-79.460144,NA,NA,47,58,6,56.05,"Clear","High","Moderate","Sunny",NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777",1501289,2015-03-15,"Trout Unlimited WV-VA Water Quality Monitoring Project","MILLCR002","MILLCR002",NA,"Sandra Stuart",NA,0,38.004314,-79.53656,NA,113.75,47,58.8,6,57.5,"Clear","High","Moderate","Sunny",NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778",1501292,2015-04-04,"Trout Unlimited WV-VA Water Quality Monitoring Project","BOYDRU001","BOYDRU001",NA,"Carol Nix",NA,0,39.498211,-79.875381,NA,6.33,46,48,7.5,61.4,"Cloudy/Off Color","High","Moderate","Sunny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779",1501323,2015-04-03,"Trout Unlimited WV-VA Water Quality Monitoring Project","LAURCR003","LAURCR003",NA,"Emily Mohr",NA,0,37.409548,-81.008848,NA,10.8,57.9,63.3,6,107.6,"Muddy","Normal","Light","Cloudy",30,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780",1501324,2015-04-03,"Trout Unlimited WV-VA Water Quality Monitoring Project","LAURCR004","LAURCR004",NA,"Emily Mohr",NA,0,37.429611,-80.997479,NA,26.7,56.1,67.4,6,151.5,"Muddy","High","Light","Cloudy",100,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781",1501335,2015-04-02,"Trout Unlimited WV-VA Water Quality Monitoring Project","BRUSFO001","BRUSFO001",NA,"Paula Clem",NA,0,38.42391,-80.78307,NA,2.03,44.7,62.4,5.33,153.4,"Clear","Normal","None","Overcast",NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782",1501336,2015-04-04,"Trout Unlimited WV-VA Water Quality Monitoring Project","DAUGRU001","DAUGRU001","Moderate rainfall within 24 hr prior to measurement","Justin Hettick",NA,0,39.48935,-79.6297,NA,24.2,47.4,46.5,5.5,95.8,"Cloudy/Off Color","High","Moderate","Cloudy",10.5,51.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783",1501341,2015-04-06,"Trout Unlimited WV-VA Water Quality Monitoring Project","POWECR001","POWECR001",NA,"Larry Orr",NA,0,38.464047,-80.772407,NA,27.2,48.4,67,7.7,214,"Clear","High","Trace","Sunny",4,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784",1501342,2015-02-08,"Trout Unlimited WV-VA Water Quality Monitoring Project","LRBURI001","LRBURI001",NA,"Cassie Moats",NA,0,38.730889,-80.188139,NA,32.8,36.1,44,5.5,67.05,"Clear","Normal","None","Cloudy",0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785",1501343,2015-02-21,"Trout Unlimited WV-VA Water Quality Monitoring Project","LRBURI001","LRBURI001",NA,"Cassie Moats",NA,0,38.730889,-80.188139,NA,40.3,32.1,39,5.5,104.15,"Clear","Normal","Heavy","Cloudy",0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786",1501344,2015-02-21,"Trout Unlimited WV-VA Water Quality Monitoring Project","GRCARU001","GRCARU001",NA,"Cassie Moats",NA,0,38.8805,-80.243528,NA,8.7,35.5,36.6,NA,41.85,"Clear","Normal","Light","Cloudy",0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787",1501345,2015-02-22,"Trout Unlimited WV-VA Water Quality Monitoring Project","GRCARU001","GRCARU001","Meter stopped working.","Cassie Moats",NA,0,38.8805,-80.243528,NA,19.6,NA,33,5,NA,"Cloudy/Off Color","High","Heavy","Cloudy",25,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788",1501346,2015-02-22,"Trout Unlimited WV-VA Water Quality Monitoring Project","GRASCR001","GRASCR001",NA,"Cassie Moats",NA,0,38.841472,-80.267,NA,17.2,33.6,40.4,5,101.95,"Cloudy/Off Color","High","Heavy","Cloudy",35,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789",1501347,2015-02-07,"Trout Unlimited WV-VA Water Quality Monitoring Project","INCARU001","INCARU001",NA,"Cassie Moats",NA,0,38.861639,-80.203944,NA,5.4,33.4,44.9,6,58,"Clear","Normal","Light","Cloudy",0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790",1501348,2015-02-21,"Trout Unlimited WV-VA Water Quality Monitoring Project","INCARU001","INCARU001","stream was frozen unable to get velocity.","Cassie Moats",NA,0,38.861639,-80.203944,NA,6.2,32.9,40.4,5,66.25,"Clear","Normal","Heavy","Cloudy",0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791",1501349,2015-02-01,"Trout Unlimited WV-VA Water Quality Monitoring Project","LAURFO002","LAURFO002",NA,"Cassie Moats",NA,0,38.841694,-80.266389,NA,12.4,36.1,39.4,5,34.5,"Clear","Normal","Light","Cloudy",0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792",1501350,2015-02-22,"Trout Unlimited WV-VA Water Quality Monitoring Project","LAURFO002","LAURFO002","meter stopped working.","Cassie Moats",NA,0,38.841694,-80.266389,NA,NA,38.4,39.2,4.5,NA,"Cloudy/Off Color","High","Heavy","Cloudy",25,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793",1501351,2015-02-07,"Trout Unlimited WV-VA Water Quality Monitoring Project","LIKARI002","LIKARI002",NA,"Cassie Moats",NA,0,38.800583,-80.291389,NA,17.9,NA,49.1,5.5,40.9,"Clear","Normal","Light","Cloudy",0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794",1501352,2015-02-21,"Trout Unlimited WV-VA Water Quality Monitoring Project","LIKARI002","LIKARI002","frozen","Cassie Moats",NA,0,38.800583,-80.291389,NA,15.4,32.9,35,5,41.4,"Clear","Low","Light","Cloudy",0,120,NA,"Clear",41.4,"Low","Heavy","Cloudy",32.9,NA,5,120,15.4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795",1501353,2015-02-08,"Trout Unlimited WV-VA Water Quality Monitoring Project","MIFORI001","MIFORI001",NA,"Cassie Moats",NA,0,38.756611,-80.041083,NA,58,35,46,5.5,35.35,"Clear","Normal","None","Cloudy",0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796",1501354,2015-02-01,"Trout Unlimited WV-VA Water Quality Monitoring Project","QUEEFO001","QUEEFO001",NA,"Cassie Moats",NA,0,38.84775,-80.256528,NA,14.9,35.6,39.2,5,53.6,"Clear","Normal","Light","Cloudy",0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797",1501355,2015-02-22,"Trout Unlimited WV-VA Water Quality Monitoring Project","QUEEFO001","QUEEFO001",NA,"Cassie Moats",NA,0,38.84775,-80.256528,NA,17.5,34.8,44.6,5,22.2,"Cloudy/Off Color","High","Heavy","Cloudy",19,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798",1501356,2015-01-31,"Trout Unlimited WV-VA Water Quality Monitoring Project","WHCAFO001","WHCAFO001",NA,"Cassie Moats",NA,0,38.841333,-80.355861,NA,NA,31.2,NA,5,80.7,"Clear","Normal","Light","Sunny",0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799",1501357,2015-04-21,"Trout Unlimited WV-VA Water Quality Monitoring Project","WHCAFO001","WHCAFO001",NA,"Cassie Moats",NA,0,38.841333,-80.355861,NA,4.6,32.1,42,5.5,83.4,"Clear","Normal","Heavy","Cloudy",0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",1501358,2015-03-14,"Trout Unlimited WV-VA Water Quality Monitoring Project","WHCAFO001","WHCAFO001",NA,"Cassie Moats",NA,0,38.841333,-80.355861,NA,29.4,46.4,54,6,59.8,"Muddy","High","Heavy","Cloudy",100,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801",1501359,2015-03-14,"Trout Unlimited WV-VA Water Quality Monitoring Project","LIKARI002","LIKARI002",NA,"Cassie Moats",NA,0,38.800583,-80.291389,NA,67.3,45.1,54,5,34.25,"Cloudy/Off Color","High","Heavy","Cloudy",13,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802",1501360,2015-03-14,"Trout Unlimited WV-VA Water Quality Monitoring Project","BRHIRU001","BRHIRU001",NA,"Cassie Moats",NA,0,38.779722,-80.217167,NA,9.6,53.1,54,5,4.75,"Clear","High","Heavy","Cloudy",0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803",1501366,2015-04-08,"Trout Unlimited WV-VA Water Quality Monitoring Project","CHERRRI001","CHERRRI001",NA,"Randy Ash",NA,0,38.170833,-80.453333,NA,NA,46.5,50.5,5.25,43.3,"Clear","Normal","Trace","Cloudy",2,120,11.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804",1501367,2015-04-08,"Trout Unlimited WV-VA Water Quality Monitoring Project","CHERRRI002","CHERRRI002","seasonal high water sample taken","Randy Ash",NA,0,38.20361,-80.4656,NA,NA,46.9,50.5,5.5,37.6,"Clear","Normal","Trace","Cloudy",2,120,11.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805",1501368,2015-03-26,"Trout Unlimited WV-VA Water Quality Monitoring Project","CHERRRI002","CHERRRI002",NA,"Randy Ash",NA,0,38.20361,-80.4656,NA,NA,44.6,51,5.25,37.5,"Clear","Normal","None","Sunny",2,120,11.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806",1501402,2015-04-12,"Trout Unlimited WV-VA Water Quality Monitoring Project","POLIRU001","POLIRU001",NA,"Sherry Hopkins",NA,0,39.5853,-79.09308333,NA,0.57,45,54,5.5,57,"Clear","High","Heavy","Sunny",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807",1501403,2015-04-12,"Trout Unlimited WV-VA Water Quality Monitoring Project","BIGRUN001","BIGRUN001","Last monitoring was conducted during heavy snow ice cover on stream.  This session was under typical conditions.","Sherry Hopkins",NA,0,39.549374,-79.144978,NA,0.72,45,54,5,85,"Clear","High","Heavy","Sunny",0,NA,31.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808",1501404,2015-04-12,"Trout Unlimited WV-VA Water Quality Monitoring Project","MFCRCR001","MFCRCR001","During last monitoring portions of the stream was frozen.","Sherry Hopkins",NA,0,39.51291667,-79.1545,NA,0.96,52,68,4.5,63.5,"Clear","High","Heavy","Sunny",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
